,Unnamed: 0,name,rating,reviews,ctype,hq,old,employees
28,28.0,Mahindra & Mahin...,3.9,(39.8k Reviews),Public,"Mumbai,Maharashtra + 410 more",77 years old,1 Lakh+ Employees (India)
29,29.0,Flipkart,4.2,(11.6k Reviews),Public,"Bangalore,Karnataka + 439 more",15 years old,50k-1 Lakh Employees (India)
30,0.0,IndusInd Bank,3.8,(6.9k Reviews),Public,"Gurgaon/Gurugram,Haryana + 556 more",28 years old,10k-50k Employees (India)
31,1.0,DXC Technology,3.9,(7.2k Reviews),Public,"Minato,Tokyo + 58 more",5 years old,10k-50k Employees (India)
32,2.0,Ernst & Young,3.8,(6.3k Reviews),Private,London + 72 more,20 years old,50k-1 Lakh Employees (India)
33,3.0,Hinduja Global S...,4.0,(6.2k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 73 more",22 years old,10k-50k Employees (India)
34,4.0,Maruti Suzuki,4.2,(6k Reviews),Public,"New Delhi,Delhi + 374 more",39 years old,10k-50k Employees (India)
35,5.0,Infosys BPM,4.0,(5.9k Reviews),"Bangalore/Bengaluru,Karnataka + 47 more",20 years old,10k-50k Employees (India),
36,6.0,HSBC,4.1,(5.9k Reviews),Private,"Pune,Maharashtra + 54 more",20 years old,10k-50k Employees (India)
37,7.0,Ericsson,4.3,(5.5k Reviews),Private,"Stockholm,Stockholm County + 135 more",146 years old,10k-50k Employees (India)
38,8.0,Bajaj Finserv,4.0,(5.3k Reviews),Public,"Pune,Maharashtra + 659 more",15 years old,10k-50k Employees (India)
39,9.0,IDFC FIRST Bank,4.0,(5.3k Reviews),Public,"Mumbai,Maharashtra + 394 more",4 years old,10k-50k Employees (India)
40,10.0,Conneqt Business...,3.7,(5.2k Reviews),Private,"Mumbai,Maharashtra + 163 more",20 years old,10k-50k Employees (India)
41,11.0,Startek,3.4,(4.9k Reviews),Public,"Mumbai,Maharashtra + 50 more",5 years old,5k-10k Employees (India)
42,12.0,Dr. Reddy's,4.2,(5k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 136 more",36 years old,10k-50k Employees (India)
43,13.0,Mphasis,3.8,(4.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 41 more",24 years old,10k-50k Employees (India)
44,14.0,Sutherland Globa...,3.8,(5.2k Reviews),Private,"Pittsford,New York + 41 more",36 years old,10k-50k Employees (India)
45,15.0,Cipla Pharmaceut...,4.1,(4.9k Reviews),Public,"Mumbai,Maharashtra + 189 more",87 years old,10k-50k Employees (India)
46,16.0,Jana Small Finan...,3.8,(4.7k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 311 more",16 years old,10k-50k Employees (India)
47,17.0,Yes Bank,4.0,(4.7k Reviews),Public,"Mumbai,Maharashtra + 356 more",18 years old,10k-50k Employees (India)
48,18.0,Asian Paints,4.2,(4.9k Reviews),Public,"Mumbai,Maharashtra + 346 more",80 years old,10k-50k Employees (India)
49,19.0,ICICI Prudential...,4.1,(4.5k Reviews),Public,"Mumbai,Maharashtra + 399 more",22 years old,10k-50k Employees (India)
50,20.0,NTT DATA,4.0,(4.7k Reviews),Private,"Chiyoda City,Tokyo + 40 more",34 years old,10k-50k Employees (India)
51,21.0,HCL Group,3.8,(24.6k Reviews),Chennai + 68 more,50k-1 Lakh Employees (India),,
52,22.0,Udaan,4.1,(4.4k Reviews),Private,"Bangalore,Karnataka + 306 more",6 years old,1k-5k Employees (India)
53,23.0,HDFC Life,4.1,(5.7k Reviews),Public,"Mumbai,Maharashtra + 407 more",22 years old,10k-50k Employees (India)
54,24.0,Lupin,4.1,(4.4k Reviews),Public,"Mumbai,Maharashtra + 134 more",54 years old,10k-50k Employees (India)
55,25.0,Indian Army,4.7,(4.2k Reviews),Public,"New Delhi,Delhi + 270 more",127 years old,1 Lakh+ Employees (India)
56,26.0,EXL Service,3.9,(5.4k Reviews),Private,"New York City,New York + 30 more",23 years old,10k-50k Employees (India)
57,27.0,PwC,3.8,(4.1k Reviews),Partnership,London + 62 more,24 years old,10k-50k Employees (India)
58,28.0,L&T Infotech,3.9,(4.1k Reviews),Public,"Mumbai,Maharashtra + 76 more",26 years old,10k-50k Employees (India)
59,29.0,Home Credit Fina...,4.2,(4k Reviews),Private,Gurugram + 101 more,10 years old,5k-10k Employees (India)
60,0.0,UltraTech Cement,4.2,(4.7k Reviews),Public,"Mumbai,Maharashtra + 341 more",39 years old,10k-50k Employees (India)
61,1.0,Bajaj Finance,4.1,(4.4k Reviews),Private,"Pune,Maharashtra + 610 more",35 years old,10k-50k Employees (India)
62,2.0,ITC,3.9,(7.4k Reviews),Public,"Kolkata,West Bengal + 237 more",47 years old,10k-50k Employees (India)
63,3.0,Hindustan Unilev...,4.3,(4.5k Reviews),Public,"Mumbai,Maharashtra + 354 more",89 years old,10k-50k Employees (India)
64,4.0,Paytm,3.7,(4.5k Reviews),Public,Noida + 233 more,12 years old,10k-50k Employees (India)
65,5.0,Ujjivan Small Fi...,4.1,(3.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 383 more",5 years old,10k-50k Employees (India)
66,6.0,KPMG,3.8,(3.9k Reviews),Partnership,Bengaluru/Bangalore + 53 more,35 years old,10k-50k Employees (Global)
67,7.0,Mindtree,4.1,(3.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 26 more",23 years old,10k-50k Employees (India)
68,8.0,iEnergizer,4.1,(3.7k Reviews),Private,"Noida,Uttar Pradesh + 14 more",22 years old,10k-50k Employees (India)
69,9.0,OPPO,4.0,(3.9k Reviews),Public,"Dongguan,Guangdong + 321 more",18 years old,10k-50k Employees (India)
70,10.0,Zydus Cadila,4.2,(4.7k Reviews),Public,"Ahmedabad, India + 118 more",70 years old,10k-50k Employees (India)
71,11.0,IIFL,3.9,(3.7k Reviews),Public,"Mumbai,Maharashtra + 487 more",27 years old,10k-50k Employees (India)
72,12.0,JP Morgan Chase,4.2,(3.6k Reviews),Private,"New York,New York + 20 more",22 years old,10k-50k Employees (India)
73,13.0,Shapoorji Pallon...,4.3,(6.8k Reviews),Private,"Mumbai,Maharashtra + 137 more",157 years old,5k-10k Employees (India)
74,14.0,Shriram Transpor...,4.2,(3.9k Reviews),Public,"Mumbai,Maharashtra + 669 more",43 years old,10k-50k Employees (India)
75,15.0,Sun Pharmaceutic...,4.1,(4.1k Reviews),Public,Mumbai + 150 more,39 years old,10k-50k Employees (India)
76,16.0,Ashok Leyland,4.1,(3.6k Reviews),Public,"Chennai,Tamil Nadu + 184 more",74 years old,10k-50k Employees (India)
77,17.0,Vivo,4.1,(3.5k Reviews),Private,"Gurgaon/Gurugram,Haryana + 333 more",13 years old,5k-10k Employees (India)
78,18.0,Bandhan Bank,3.9,(3.6k Reviews),Public,"Kolkata,West Bengal + 540 more",21 years old,50k-1 Lakh Employees (India)
79,19.0,Mahindra & Mahin...,4.3,(5k Reviews),Public,"Mumbai,Maharashtra + 555 more",31 years old,10k-50k Employees (India)
80,20.0,Wells Fargo Indi...,4.2,(3.5k Reviews),Public,"San Francisco,California + 10 more",170 years old,10k-50k Employees (India)
81,21.0,Aurobindo Pharma,4.0,(3.7k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 51 more",36 years old,10k-50k Employees (India)
82,22.0,Fidelity Nationa...,4.1,(3.6k Reviews),Private,"Jacksonville,Florida + 32 more",54 years old,10k-50k Employees (India)
83,23.0,Delhivery,4.2,(3.8k Reviews),Private,"Delhi,NCT + 470 more",11 years old,10k-50k Employees (India)
84,24.0,Apollo Hospitals,4.1,(5.5k Reviews),Public,"San Francisco,California + 165 more",39 years old,50k-1 Lakh Employees (India)
85,25.0,Hewlett-Packard ...,4.3,(3.7k Reviews),Private,"Houston,Texas + 87 more",7 years old,10k-50k Employees (India)
86,26.0,Intelenet Global...,3.7,(3.3k Reviews),Private,"Mumbai,Maharashtra + 56 more",22 years old,10k-50k Employees (India)
87,27.0,Siemens,4.2,(4.9k Reviews),Public,"Munich,Bavaria + 105 more",175 years old,10k-50k Employees (India)
88,28.0,Reliance Communi...,4.0,(4.1k Reviews),Public,"Navi Mumbai,Maharashtra + 369 more",20 years old,10k-50k Employees (India)
89,29.0,AU Small Finance...,4.0,(4.3k Reviews),Private,"Jaipur,Rajasthan + 289 more",26 years old,10k-50k Employees (India)
90,0.0,Nokia,4.2,(4.7k Reviews),Private,"Espoo,Southern Finland + 174 more",157 years old,10k-50k Employees (India)
91,1.0,eClerx,3.6,(3.2k Reviews),Public,"Mumbai,Maharashtra + 17 more",22 years old,10k-50k Employees (India)
92,2.0,Future Group,4.2,(10.3k Reviews),Private,"Mumbai,Maharashtra + 196 more",9 years old,50k-1 Lakh Employees (India)
93,3.0,Max Life Insuran...,4.2,(3.2k Reviews),JV,"Gurgaon/Gurugram,Haryana + 295 more",22 years old,10k-50k Employees (India)
94,4.0,Oracle,3.9,(4k Reviews),Public,"Austin,Texas + 30 more",45 years old,50k-1 Lakh Employees (India)
95,5.0,First Source,3.9,(3.1k Reviews),Public,"Mumbai,Maharashtra + 44 more",21 years old,10k-50k Employees (India)
96,6.0,TATA Steel,4.1,(4.9k Reviews),Public,"Mumbai,Maharashtra + 128 more",115 years old,10k-50k Employees (India)
97,7.0,Hero MotoCorp,4.2,(3.2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 266 more",38 years old,5k-10k Employees (India)
98,8.0,JSW Steel,3.9,(3.4k Reviews),Public,"Mumbai,Maharashtra + 93 more",40 years old,10k-50k Employees (India)
99,9.0,TVS Motor,4.1,(4.6k Reviews),Public,"Chennai,Tamil Nadu + 244 more",43 years old,10k-50k Employees (India)
100,10.0,Tata Projects,4.2,(3.2k Reviews),Public,"Mumbai,Maharashtra + 195 more",43 years old,10k-50k Employees (India)
101,11.0,Hexaware Technol...,3.7,(3.2k Reviews),Public,"Mumbai,Maharashtra + 30 more",32 years old,10k-50k Employees (India)
102,12.0,Oyo Rooms,3.5,(3.2k Reviews),Private,"Gurgaon,Haryana + 103 more",9 years old,1k-5k Employees (India)
103,13.0,JLL,4.3,(3.1k Reviews),Private,"Mumbai,Maharashtra + 57 more",25 years old,10k-50k Employees (India)
104,14.0,Cyient,3.7,(3k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 24 more",31 years old,10k-50k Employees (India)
105,15.0,Wipro BPS,3.8,(3k Reviews),Bengaluru + 36 more,22 years old,1 Lakh+ Employees (India),
106,16.0,Hyundai Motor,4.2,(4k Reviews),Private,Seoul + 226 more,55 years old,10k-50k Employees (India)
107,17.0,JustDial,3.5,(2.9k Reviews),Public,"Mumbai,Maharashtra + 129 more",26 years old,10k-50k Employees (India)
108,18.0,Bosch,4.2,(6.4k Reviews),Public,"Gerlingen,Baden-Wuerttemberg + 85 more",136 years old,10k-50k Employees (India)
109,19.0,Quess,3.9,(9.1k Reviews),Public,Bangalore + 336 more,15 years old,10k-50k Employees (India)
110,20.0,Bajaj Allianz Li...,4.1,(2.9k Reviews),Private,Pune + 404 more,21 years old,10k-50k Employees (India)
111,21.0,Megha Engineerin...,4.2,(2.8k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 203 more",33 years old,1k-5k Employees (India)
112,22.0,Atos Syntel,3.7,(4.6k Reviews),Private,"Troy,Michigan + 15 more",42 years old,10k-50k Employees (India)
113,23.0,Samsung,4.0,(7.6k Reviews),Public,Seoul + 353 more,84 years old,10k-50k Employees (India)
114,24.0,L&T Construction,4.2,(3.6k Reviews),Public,Chennai + 264 more,78 years old,10k-50k Employees (India)
115,25.0,Manappuram Finan...,4.0,(3.4k Reviews),Public,"Thrissur/Trichur,Kerala + 398 more",73 years old,10k-50k Employees (India)
116,26.0,Omega Healthcare,3.8,(2.7k Reviews),Private,Florida + 28 more,18 years old,5k-10k Employees (India)
117,27.0,D Mart,3.9,(2.7k Reviews),Private,"Mumbai,Maharashtra + 163 more",22 years old,10k-50k Employees (India)
118,28.0,BNY Mellon,4.2,(2.6k Reviews),Private,"New York City,New York + 10 more",18 years old,10k-50k Employees (India)
119,29.0,SBI Cards & Paym...,3.8,(2.6k Reviews),Government,"Gurgaon/Gurugram,Haryana + 244 more",24 years old,10k-50k Employees (India)
120,0.0,Viatris,4.3,(2.6k Reviews),"Canonsburg,Pennsylvania + 64 more",61 years old,10k-50k Employees (India),
121,1.0,Cummins,4.3,(3.2k Reviews),"Columbus,Indiana + 85 more",60 years old,10k-50k Employees (India),
122,2.0,Fullerton India,4.2,(2.6k Reviews),Private,Mumbai + 401 more,15 years old,10k-50k Employees (India)
123,3.0,Aditya Birla Fas...,4.2,(3.4k Reviews),Private,Mumbai + 198 more,7 years old,10k-50k Employees (India)
124,4.0,IQVIA,4.2,(2.6k Reviews),Partnership,Durham + 37 more,40 years old,10k-50k Employees (India)
125,5.0,Godrej & Boyce M...,3.9,(2.9k Reviews),Private,"Mumbai,Maharashtra + 115 more",125 years old,10k-50k Employees (India)
126,6.0,UnitedHealth,4.2,(4.6k Reviews),Private,"Minnetonka,Minnesota + 12 more",45 years old,10k-50k Employees (India)
127,7.0,CBRE,4.3,(2.5k Reviews),Private,"Los Angeles,California + 52 more",116 years old,10k-50k Employees (India)
128,8.0,State Bank of In...,3.8,(5k Reviews),"Mumbai,Maharashtra + 352 more",216 years old,1 Lakh+ Employees (India),
129,9.0,Nagarro,4.5,(2.6k Reviews),Private,"Munich,Bavaria + 31 more",26 years old,10k-50k Employees (India)
130,10.0,ICICI Lombard Ge...,3.9,(2.4k Reviews),Public,"Mumbai,Maharashtra + 201 more",21 years old,10k-50k Employees (India)
131,11.0,JBM Group,4.0,(3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 74 more",39 years old,10k-50k Employees (India)
132,12.0,Equitas Small Fi...,4.2,(2.4k Reviews),Private,"Chennai,Tamil Nadu + 292 more",15 years old,10k-50k Employees (India)
133,13.0,Nagarjuna Constr...,4.1,(2.6k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 183 more",24 years old,1k-5k Employees (India)
134,14.0,Royal Enfield,4.2,(2.4k Reviews),Private,"Gurgaon/Gurugram,Haryana + 242 more",121 years old,1k-5k Employees (India)
135,15.0,Amdocs,4.1,(2.4k Reviews),Private,"Chesterfield,Missouri + 11 more",40 years old,10k-50k Employees (India)
136,16.0,Dominos Pizza,4.1,(2.4k Reviews),Public,"Ypsilanti,Michigan + 208 more",62 years old,1k-5k Employees (India)
137,17.0,Bajaj Auto,4.0,(2.4k Reviews),Public,"Pune,Maharashtra + 208 more",77 years old,5k-10k Employees (India)
138,18.0,Schneider Electr...,4.2,(4k Reviews),Private,Paris + 79 more,23 years old,10k-50k Employees (India)
139,19.0,Ford Motor,4.5,(2.8k Reviews),Public,"Dearborn,Michigan + 106 more",119 years old,10k-50k Employees (India)
140,20.0,Bosch Global Sof...,4.2,(2.4k Reviews),Private,Gerlingen + 21 more,32 years old,10k-50k Employees (India)
141,21.0,BigBasket,4.2,(2.4k Reviews),Private,"Bangalore,Karnataka + 81 more",11 years old,5k-10k Employees (India)
142,22.0,Tata Communicati...,4.1,(3.2k Reviews),Public,"Mumbai,Maharashtra + 88 more",36 years old,10k-50k Employees (India)
143,23.0,Indiamart Interm...,3.7,(2.5k Reviews),Private,"Noida,Uttar Pradesh + 107 more",26 years old,10k-50k Employees (India)
144,24.0,Axis Direct,4.0,(2.4k Reviews),Private,"San Mateo,California + 265 more",11 years old,1k-5k Employees (India)
145,25.0,UST,4.0,(2.5k Reviews),Private,"Aliso Viejo,California + 31 more",21 years old,10k-50k Employees (India)
146,26.0,Ecom Express,4.2,(2.3k Reviews),Private,"Gurgaon,Haryana + 485 more",10 years old,10k-50k Employees (India)
147,27.0,Dell,4.2,(3.8k Reviews),Private,"Round Rock,Texas + 82 more",38 years old,10k-50k Employees (India)
148,28.0,Wipro Infotech,4.0,(2.4k Reviews),Private,Bangalore + 114 more,77 years old,1 Lakh+ Employees (Global)
149,29.0,Muthoot Fincorp,4.0,(2.3k Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 428 more",135 years old,10k-50k Employees (India)
150,0.0,Wipro Consumer ...,3.9,(3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 71 more",77 years old,1k-5k Employees (India)
151,1.0,John Deere,4.4,(2.5k Reviews),Private,"Moline,Illinois + 98 more",21 years old,5k-10k Employees (India)
152,2.0,SBI Life Insuran...,3.8,(2.3k Reviews),Government,"Mumbai,Maharashtra + 424 more",21 years old,10k-50k Employees (India)
153,3.0,Whitehat jr,3.8,(2.3k Reviews),Private,"Mumbai,Maharashtra + 43 more",4 years old,5k-10k Employees (India)
154,4.0,Hetero Drugs,3.9,(2.6k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 33 more",29 years old,1k-5k Employees (India)
155,5.0,Flex,4.1,(2.3k Reviews),Private,San Jose + 36 more,53 years old,10k-50k Employees (India)
156,6.0,LG Electronics,4.0,(2.3k Reviews),Public,"Seoul,Seoul + 188 more",64 years old,10k-50k Employees (India)
157,7.0,L&T Financial Se...,4.0,(2.3k Reviews),Public,"Mumbai,Maharashtra + 390 more",28 years old,10k-50k Employees (India)
158,8.0,Motherson Sumi S...,3.8,(3.7k Reviews),Public,"Noida,Uttar Pradesh + 60 more",36 years old,5k-10k Employees (India)
159,9.0,KEC Internationa...,4.1,(2.3k Reviews),Public,"Mumbai,Maharashtra + 210 more",77 years old,5k-10k Employees (India)
160,10.0,Sodexo,4.1,(2.4k Reviews),Private,Issy Les Moulineaux + 110 more,14 years old,5k-10k Employees (India)
161,11.0,Cholamandalam In...,4.2,(2.3k Reviews),Private,"Chennai,Tamil Nadu + 484 more",44 years old,5k-10k Employees (India)
162,12.0,GlobalLogic,4.0,(2.2k Reviews),Private,"San Jose,California + 24 more",22 years old,1k-5k Employees (India)
163,13.0,Muthoot Finance,3.6,(2.2k Reviews),Public,"Kochi/Cochin,Kerala + 415 more",83 years old,10k-50k Employees (India)
164,14.0,Abbott Healthcar...,4.1,(4.3k Reviews),Public,"Illinois City,Illinois + 147 more",31 years old,10k-50k Employees (India)
165,15.0,Thermax,4.2,(2.5k Reviews),Public,"Pune,Maharashtra + 126 more",42 years old,1k-5k Employees (India)
166,16.0,Subros,4.0,(2.2k Reviews),Public,"Noida,Uttar Pradesh + 35 more",37 years old,1k-5k Employees (India)
167,17.0,Intas Pharmaceut...,4.3,(2.2k Reviews),Private,"Ahmedabad,Gujrat + 98 more",22 years old,10k-50k Employees (India)
168,18.0,Capgemini Techno...,4.1,(2.1k Reviews),Bengaluru/Bangalore + 23 more,,,
169,19.0,Virtusa Consulti...,3.8,(2.2k Reviews),Private,"Southborough,Massachusetts + 23 more",26 years old,5k-10k Employees (India)
170,20.0,Hindustan Coca C...,4.4,(2.1k Reviews),Private,Bangalore + 168 more,25 years old,5k-10k Employees (India)
171,21.0,Automatic Data P...,4.2,(2.1k Reviews),New Jersey + 11 more,73 years old,1k-5k Employees (India),
172,22.0,Optum,4.1,(2.1k Reviews),Private,Minnesota + 20 more,45 years old,10k-50k Employees (India)
173,23.0,Swiggy,4.1,(2.4k Reviews),Private,"Bangalore,Karnataka + 137 more",8 years old,10k-50k Employees (India)
174,24.0,Simplex Infrastr...,3.7,(2.3k Reviews),Public,"Kolkata,West Bengal + 124 more",98 years old,1k-5k Employees (India)
175,25.0,VE Commercial Ve...,4.0,(2.1k Reviews),Private,"Gurgaon/Gurugram,Haryana + 104 more",14 years old,1k-5k Employees (India)
176,26.0,Atos,3.9,(8k Reviews),Private,"Vilnius,Vilniaus Apskritis + 31 more",25 years old,10k-50k Employees (India)
177,27.0,Varun Beverages,4.0,(2.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 196 more",27 years old,10k-50k Employees (India)
178,28.0,Macleods Pharmac...,3.9,(2.1k Reviews),Public,"Mumbai,Maharashtra + 76 more",36 years old,5k-10k Employees (India)
179,29.0,Wipro Enterprise...,3.9,(5.1k Reviews),Bangalore + 66 more,77 years old,1 Lakh+ Employees (India),
180,0.0,NatWest Group,4.1,(2.2k Reviews),Government,Gurgaon/Gurugram + 18 more,10k-50k Employees (India),
181,1.0,Muthoot Group,3.6,(4.7k Reviews),Public,"Wedel,Schleswig-holstein + 330 more",135 years old,1k-5k Employees (India)
182,2.0,Gati kwe,4.2,(2.1k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 144 more",10 years old,5k-10k Employees (India)
183,3.0,Indian Air Force,4.6,(2k Reviews),Private,"New Delhi,Delhi + 98 more",90 years old,1 Lakh+ Employees (India)
184,4.0,Alembic Pharmace...,4.1,(2k Reviews),Public,"Vadodara/Baroda,Gujrat + 118 more",115 years old,10k-50k Employees (India)
185,5.0,Randstad,4.1,(2.1k Reviews),Private,"Chennai,Tamil Nadu + 204 more",30 years old,1k-5k Employees (India)
186,6.0,American Express,4.4,(2k Reviews),Private,"New York City,New York + 35 more",172 years old,10k-50k Employees (India)
187,7.0,Shoppers Stop,4.3,(2k Reviews),Public,"Mumbai,Maharashtra + 56 more",31 years old,5k-10k Employees (India)
188,8.0,Bel,4.2,(2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 34 more",68 years old,5k-10k Employees (India)
189,9.0,Cgi Group,4.2,(2k Reviews),Private,"Montreal,Quebec + 13 more",46 years old,10k-50k Employees (India)
190,10.0,Arvind Group,4.1,(2.4k Reviews),Public,"Ahmedabad,Gujrat + 126 more",91 years old,10k-50k Employees (India)
191,11.0,CMS IT Services,3.2,(2k Reviews),Private,"Bangalore,Karnataka + 120 more",8 years old,5k-10k Employees (India)
192,12.0,Alkem Laboratori...,4.0,(2k Reviews),Public,"Mumbai,Maharashtra + 120 more",49 years old,10k-50k Employees (India)
193,13.0,Glenmark Pharmac...,4.1,(2k Reviews),Public,"Mumbai,Maharashtra + 111 more",45 years old,10k-50k Employees (India)
194,14.0,ABB Group,4.1,(2k Reviews),Public,Zurich + 84 more,21 years old,10k-50k Employees (India)
195,15.0,Suzlon Group,4.1,(2k Reviews),Public,"Pune,Maharashtra + 84 more",27 years old,5k-10k Employees (India)
196,16.0,DTDC Express,3.9,(2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 192 more",32 years old,5k-10k Employees (India)
197,17.0,Deutsche Bank,4.2,(2.2k Reviews),Private,Frankfurt + 28 more,152 years old,10k-50k Employees (India)
198,18.0,Piramal Capital ...,4.3,(2k Reviews),Mumbai + 225 more,4 years old,1k-5k Employees (India),
199,19.0,Pidilite Industr...,4.3,(2.1k Reviews),Public,"Mumbai,Maharashtra + 181 more",63 years old,5k-10k Employees (India)
200,20.0,Honda Motorcycle...,4.2,(2k Reviews),Private,"Gurgaon/Gurugram,Haryana + 170 more",23 years old,1k-5k Employees (India)
201,21.0,McDonald's,4.3,(2k Reviews),Private,"Chicago,Illinois + 122 more",67 years old,5k-10k Employees (India)
202,22.0,Havells,4.2,(2.1k Reviews),Public,"Noida,Uttar Pradesh + 129 more",39 years old,5k-10k Employees (India)
203,23.0,DCB Bank,4.0,(1.9k Reviews),Private,"Mumbai,Maharashtra + 246 more",92 years old,5k-10k Employees (India)
204,24.0,Ipca Laboratorie...,4.1,(1.9k Reviews),Public,"Mumbai,Maharashtra + 102 more",73 years old,10k-50k Employees (India)
205,25.0,CARS24,3.7,(2k Reviews),Private,"Gurgaon,Haryana + 130 more",7 years old,5k-10k Employees (India)
206,26.0,Reliance Nippon ...,3.9,(1.9k Reviews),Private,"Mumbai,Maharashtra + 388 more",22 years old,10k-50k Employees (India)
207,27.0,L&T Technology S...,3.4,(1.9k Reviews),Public,"Vadodara/Baroda,Gujarat + 24 more",10 years old,10k-50k Employees (India)
208,28.0,Standard Charter...,4.1,(5.7k Reviews),Private,London + 57 more,53 years old,10k-50k Employees (India)
209,29.0,Lava Internation...,4.2,(1.9k Reviews),Public,"Noida,Uttar Pradesh + 201 more",13 years old,1k-5k Employees (India)
210,0.0,Bajaj Electrical...,4.1,(1.9k Reviews),Public,"Mumbai,Maharashtra + 164 more",84 years old,5k-10k Employees (India)
211,1.0,Indian Oil Corpo...,4.3,(2.1k Reviews),Private,"Delhi/NCR,Delhi + 185 more",63 years old,10k-50k Employees (India)
212,2.0,Hindalco Industr...,4.3,(2k Reviews),Public,"Mumbai,Maharashtra + 67 more",64 years old,10k-50k Employees (India)
213,3.0,24/7 Customer,3.6,(1.9k Reviews),Private,"San Jose,California + 22 more",22 years old,5k-10k Employees (India)
214,4.0,Conduent,3.7,(1.9k Reviews),Private,"Florham Park,New Jersey + 18 more",5 years old,5k-10k Employees (India)
215,5.0,MRF Tyres,3.6,(2k Reviews),Public,"Chennai,Tamil Nadu + 159 more",76 years old,10k-50k Employees (India)
216,6.0,Maersk,4.4,(2.3k Reviews),Private,Copenhagen + 22 more,118 years old,10k-50k Employees (India)
217,7.0,Titan Company,4.4,(2.6k Reviews),Public,"Mumbai,Maharashtra + 124 more",4 years old,5k-10k Employees (India)
218,8.0,KocharTech,4.4,(1.9k Reviews),Private,"Gurgaon/Gurugram,Haryana + 19 more",27 years old,1k-5k Employees (India)
219,9.0,Team Lease,4.0,(1.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 205 more",6 years old,1k-5k Employees (India)
220,10.0,Vishal Mega Mart,3.9,(1.8k Reviews),Private,"Ahmedabad,Gujrat + 252 more",14 years old,10k-50k Employees (India)
221,11.0,Jindal Steel and...,4.0,(2.2k Reviews),Private,"Delhi/NCR,New Delhi + 93 more",70 years old,5k-10k Employees (India)
222,12.0,Future Retail,4.2,(4.6k Reviews),Public,"San Francisco,California + 189 more",35 years old,10k-50k Employees (India)
223,13.0,Bank of America,4.4,(3k Reviews),Private,Charlotte + 25 more,24 years old,10k-50k Employees (India)
224,14.0,Huawei Technolog...,3.9,(1.8k Reviews),Private,"Gurgaon/Gurugram,Haryana + 88 more",20 years old,5k-10k Employees (India)
225,15.0,Torrent Pharmace...,4.0,(1.8k Reviews),Public,"Ahmedabad,Gujrat + 88 more",51 years old,10k-50k Employees (India)
226,16.0,Tractors and Far...,4.1,(1.8k Reviews),Public,"Chennai,Tamil Nadu + 137 more",62 years old,5k-10k Employees (India)
227,17.0,RSPL Group,4.1,(1.8k Reviews),Private,"Mumbai,Maharashtra + 148 more",35 years old,1k-5k Employees (India)
228,18.0,Ceat Tyres,4.1,(1.9k Reviews),Public,"Mumbai,Maharashtra + 96 more",64 years old,5k-10k Employees (India)
229,19.0,State Street Syn...,3.8,(1.8k Reviews),Private,Mumbai + 12 more,18 years old,501-1k Employees (India)
230,20.0,Ekart Logistics,4.2,(1.8k Reviews),Private,"San Francisco,California + 394 more",13 years old,5k-10k Employees (India)
231,21.0,ITC Infotech In...,3.6,(1.8k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 42 more",22 years old,5k-10k Employees (India)
232,22.0,Tata AIA Life In...,4.0,(1.8k Reviews),Private,"Mumbai,Maharashtra + 206 more",21 years old,10k-50k Employees (India)
233,23.0,ACC,4.0,(1.8k Reviews),Public,"Mumbai,Maharashtra + 175 more",86 years old,5k-10k Employees (India)
234,24.0,RBL Bank,3.8,(1.8k Reviews),Public,"Mumbai,Maharashtra + 179 more",79 years old,10k-50k Employees (India)
235,25.0,Tata Teleservice...,4.2,(1.8k Reviews),Public,"Mumbai,Maharashtra + 150 more",26 years old,201-500 Employees (India)
236,26.0,Publicis Sapien...,3.7,(1.8k Reviews),Private,"New York,New York + 14 more",32 years old,10k-50k Employees (India)
237,27.0,PNB MetLife,3.7,(1.7k Reviews),Private,"Mumbai,Maharashtra + 241 more",21 years old,5k-10k Employees (India)
238,28.0,Dabur,4.1,(1.7k Reviews),Public,"Ghaziabad,Uttar Pradesh + 197 more",138 years old,5k-10k Employees (India)
239,29.0,Capita,3.9,(1.8k Reviews),Private,"Indore,Madhya Pradesh + 16 more",17 years old,1k-5k Employees (India)
