,Unnamed: 0,name,rating,reviews,ctype,hq,old,employees
5679,10.0,National Mineral...,4.6,(95 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 10 more",64 years old,5k-10k Employees (Global)
5680,11.0,FCI CCM,4.4,(95 Reviews),"New York,New York + 6 more",63 years old,501-1k Employees (India),
5681,12.0,Celebrity Cruise...,4.7,(95 Reviews),Miami + 3 more,33 years old,501-1k Employees (India),
5682,13.0,Lycatel BPO,3.7,(95 Reviews),Private,London + 2 more,16 years old,201-500 Employees (India)
5683,14.0,Bilt Graphic Pap...,4.0,(95 Reviews),Public,Mumbai + 7 more,15 years old,51-200 Employees (India)
5684,15.0,Gowtham Model Sc...,4.3,(95 Reviews),Secunderabad + 10 more,19 years old,201-500 Employees (India),
5685,16.0,Maharani Innovat...,3.1,(95 Reviews),Private,"Palwal,Haryana + 9 more",42 years old,201-500 Employees (India)
5686,17.0,QRG Central Hosp...,3.8,(95 Reviews),Private,Faridabad + 3 more,15 years old,11-50 Employees (India)
5687,18.0,Oceanic Pharmach...,4.2,(95 Reviews),Private,"Mumbai,Maharashtra + 1 more",24 years old,11-50 Employees (India)
5688,19.0,CNSI,4.2,(95 Reviews),"Rockville,Maryland",28 years old,501-1k Employees (India),
5689,20.0,Beumer Group,4.1,(95 Reviews),Private,"Beckum,Deutschland + 12 more",87 years old,201-500 Employees (India)
5690,21.0,SMS Group,4.3,(95 Reviews),Private,Düsseldorf + 7 more,151 years old,1k-5k Employees (India)
5691,22.0,i-Source Infosys...,3.7,(95 Reviews),Private,"Pune,Maharashtra + 13 more",19 years old,201-500 Employees (India)
5692,23.0,Bando India,3.6,(95 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",19 years old,201-500 Employees (India)
5693,24.0,Harita Seating S...,4.3,(95 Reviews),Public,"Hosur,Tamil Nadu + 9 more",12 years old,201-500 Employees (India)
5694,25.0,Nagata India,4.2,(95 Reviews),Gurugram + 7 more,23 years old,51-200 Employees (India),
5695,26.0,Wingreens Farms,4.0,(95 Reviews),Private,"Delhi,NCT + 13 more",11 years old,51-200 Employees (India)
5696,27.0,TrueBlue,4.2,(95 Reviews),Private,"Tacoma,Washington + 1 more",20 years old,51-200 Employees (India)
5697,28.0,NEARBY TECHNOLOG...,4.2,(95 Reviews),Mumbai + 17 more,6 years old,1k-5k Employees (India),
5698,29.0,Intellipaat Soft...,3.2,(95 Reviews),Private,Jaipur + 3 more,11 years old,201-500 Employees (India)
5699,0.0,Fragma Data Syst...,4.8,(95 Reviews),LLP,"Bangalore/Bengaluru,Karnataka",7 years old,51-200 Employees (India)
5700,1.0,Chrysalis High,3.7,(95 Reviews),Private,"Bangalore/Bengaluru,Karnataka",12 years old,201-500 Employees (India)
5701,2.0,SMC Power Genera...,4.3,(95 Reviews),Public,New Delhi + 6 more,22 years old,501-1k Employees (India)
5702,3.0,Calderys India R...,4.1,(95 Reviews),Private,Paris + 11 more,114 years old,501-1k Employees (India)
5703,4.0,Umedica Laborato...,3.5,(95 Reviews),Private,"Mumbai,Maharashtra + 3 more",40 years old,51-200 Employees (India)
5704,5.0,Transpek-silox I...,4.1,(95 Reviews),Public,"Vadodara/Baroda,Gujarat + 3 more",21 years old,201-500 Employees (India)
5705,6.0,Illusion Dental ...,4.2,(95 Reviews),Private,"Mumbai,Maharashtra + 21 more",18 years old,11-50 Employees (India)
5706,7.0,Sakura Autoparts,3.9,(95 Reviews),Private,Kancheepuram + 2 more,10 years old,51-200 Employees (India)
5707,8.0,TDS Lithium-Ion ...,4.2,(95 Reviews),"Ahmedabad,Gujarat + 4 more",3 years old,501-1k Employees (India),
5708,9.0,DeHaat,4.0,(95 Reviews),Private,"Patna,Bihar + 27 more",3 years old,1k-5k Employees (India)
5709,10.0,ACI Worldwide,4.1,(95 Reviews),Private,"Coral Gables,Florida + 3 more",47 years old,501-1k Employees (India)
5710,11.0,Stefanini,3.6,(95 Reviews),Private,"JaguariÃºna,Michigan + 5 more",20 years old,201-500 Employees (India)
5711,12.0,Mazars,3.2,(106 Reviews),LLP,Paris + 7 more,15 years old,501-1k Employees (India)
5712,13.0,Aligarh Muslim U...,4.6,(94 Reviews),Private,Aligarh + 5 more,145 years old,5k-10k Employees (India)
5713,14.0,Hilton Garden In...,4.0,(94 Reviews),Private,Lancaster + 8 more,26 years old,1k-5k Employees (India)
5714,15.0,CLP India,4.1,(94 Reviews),Private,"Mumbai,Maharashtra + 10 more",20 years old,201-500 Employees (India)
5715,16.0,Nikon,4.2,(94 Reviews),Private,"Tokyo,Tokyo-to + 22 more",15 years old,201-500 Employees (India)
5716,17.0,Arihant Publicat...,3.6,(94 Reviews),Private,Meerut + 12 more,25 years old,51-200 Employees (India)
5717,18.0,Dhandhania Infot...,3.5,(94 Reviews),Private,Nagpur,15 years old,501-1k Employees (India)
5718,19.0,M+W Group,4.4,(94 Reviews),Private,Stuttgart + 10 more,110 years old,51-200 Employees (India)
5719,20.0,Lokmat Media,3.7,(94 Reviews),Private,Mumbai + 18 more,51 years old,1k-5k Employees (India)
5720,21.0,LS Cable,4.5,(94 Reviews),Public,Gyeonggi-do + 6 more,60 years old,51-200 Employees (India)
5721,22.0,Indo Gulf Fertil...,4.5,(94 Reviews),Public,Port Harcourt + 14 more,19 years old,51-200 Employees (India)
5722,23.0,Zeta Global,4.3,(94 Reviews),Private,"New York,Nee York + 2 more",15 years old,501-1k Employees (India)
5723,24.0,VIVO Healthcare,3.1,(94 Reviews),Private,"Gurgaon,Haryana + 14 more",13 years old,51-200 Employees (India)
5724,25.0,Pin Click,3.1,(94 Reviews),"Bangalore,Karnataka + 5 more",8 years old,51-200 Employees (India),
5725,26.0,Ace Creative Lea...,4.3,(94 Reviews),Private,Bangalore + 11 more,24 years old,1k-5k Employees (India)
5726,27.0,Meru cabs,3.9,(94 Reviews),Private,"Mumbai,Maharashtra + 9 more",15 years old,1k-5k Employees (India)
5727,28.0,Archidply Indust...,4.1,(94 Reviews),Public,"Delhi/NCR,New Delhi + 28 more",46 years old,501-1k Employees (India)
5728,29.0,Ican BPO,4.6,(94 Reviews),Private,Thane + 3 more,13 years old,201-500 Employees (India)
5729,0.0,Khandelwal Labor...,3.4,(94 Reviews),Private,Mumbai + 11 more,77 years old,1k-5k Employees (India)
5730,1.0,D Light Energy,3.7,(94 Reviews),Private,"San Francisco,California + 21 more",15 years old,51-200 Employees (India)
5731,2.0,Head Field Solut...,3.6,(94 Reviews),Private,New Delhi + 2 more,15 years old,501-1k Employees (India)
5732,3.0,Tonglit Autogist...,3.9,(94 Reviews),Private,"Chennai,Tamil Nadu + 8 more",12 years old,51-200 Employees (India)
5733,4.0,Ravindra Bharath...,3.6,(94 Reviews),Hyderabad + 18 more,28 years old,11-50 Employees (India),
5734,5.0,Mogli labs,3.8,(94 Reviews),Private,"Noida,Uttar Pradesh + 14 more",8 years old,11-50 Employees (India)
5735,6.0,VIVO Healthcare,3.1,(94 Reviews),Private,"Gurgaon,Haryana + 14 more",13 years old,51-200 Employees (India)
5736,7.0,Pin Click,3.1,(94 Reviews),"Bangalore,Karnataka + 5 more",8 years old,51-200 Employees (India),
5737,8.0,Raintree Hotel,4.5,(94 Reviews),Private,Chennai + 3 more,12 years old,51-200 Employees (India)
5738,9.0,Saurer,3.3,(94 Reviews),Wattwil + 9 more,169 years old,201-500 Employees (India),
5739,10.0,Spun Micro Proce...,3.5,(94 Reviews),Gurugram + 4 more,31 years old,51-200 Employees (India),
5740,11.0,CLP India,4.1,(94 Reviews),Private,"Mumbai,Maharashtra + 10 more",20 years old,201-500 Employees (India)
5741,12.0,LS Cable,4.5,(94 Reviews),Public,Gyeonggi-do + 6 more,60 years old,51-200 Employees (India)
5742,13.0,Indo Gulf Fertil...,4.5,(94 Reviews),Public,Port Harcourt + 14 more,19 years old,51-200 Employees (India)
5743,14.0,Anri Solutions H...,3.3,(94 Reviews),Private,Delhi + 1 more,19 years old,11-50 Employees (India)
5744,15.0,Ace Creative Lea...,4.3,(94 Reviews),Private,Bangalore + 11 more,24 years old,1k-5k Employees (India)
5745,16.0,Zeta Global,4.3,(94 Reviews),Private,"New York,Nee York + 2 more",15 years old,501-1k Employees (India)
5746,17.0,Arihant Publicat...,3.6,(94 Reviews),Private,Meerut + 12 more,25 years old,51-200 Employees (India)
5747,18.0,Aligarh Muslim U...,4.6,(94 Reviews),Private,Aligarh + 5 more,145 years old,5k-10k Employees (India)
5748,19.0,Weir Minerals,4.1,(94 Reviews),Private,"Fort Worth,Texas + 8 more",151 years old,501-1k Employees (India)
5749,20.0,Fedora Solutions,3.7,(94 Reviews),Private,Charlotte,18 years old,501-1k Employees (India)
5750,21.0,Hilton Garden In...,4.0,(94 Reviews),Private,Lancaster + 8 more,26 years old,1k-5k Employees (India)
5751,22.0,Dhandhania Infot...,3.5,(94 Reviews),Private,Nagpur,15 years old,501-1k Employees (India)
5752,23.0,Nikon,4.2,(94 Reviews),Private,"Tokyo,Tokyo-to + 22 more",15 years old,201-500 Employees (India)
5753,24.0,Archidply Indust...,4.1,(94 Reviews),Public,"Delhi/NCR,New Delhi + 28 more",46 years old,501-1k Employees (India)
5754,25.0,Veritaz Healthca...,4.1,(94 Reviews),Private,Hyderabad + 24 more,17 years old,201-500 Employees (India)
5755,26.0,Meru cabs,3.9,(94 Reviews),Private,"Mumbai,Maharashtra + 9 more",15 years old,1k-5k Employees (India)
5756,27.0,Ican BPO,4.6,(94 Reviews),Private,Thane + 3 more,13 years old,201-500 Employees (India)
5757,28.0,The Cosmos Co-op...,4.3,(94 Reviews),Private,"Pune,Maharashtra + 20 more",116 years old,1k-5k Employees (India)
5758,29.0,Infoesearch Ites,3.6,(94 Reviews),Hyderabad + 3 more,15 years old,51-200 Employees (India),
5759,0.0,Bharatiya Vidya ...,4.2,(94 Reviews),Mumbai + 24 more,84 years old,10k-50k Employees (India),
5760,1.0,Sri Ranganathar ...,3.3,(94 Reviews),Coimbatore + 2 more,40 years old,501-1k Employees (India),
5761,2.0,M+W Group,4.4,(94 Reviews),Private,Stuttgart + 10 more,110 years old,51-200 Employees (India)
5762,3.0,Lokmat Media,3.7,(94 Reviews),Private,Mumbai + 18 more,51 years old,1k-5k Employees (India)
5763,4.0,Alstrong Enterpr...,4.2,(94 Reviews),Private,"Delhi/NCR,New Delhi + 19 more",21 years old,201-500 Employees (India)
5764,5.0,Grivaa Capital,4.6,(94 Reviews),Private,New Delhi + 1 more,7 years old,11-50 Employees (India)
5765,6.0,SequelOne,4.0,(94 Reviews),Private,"Gurgaon/Gurugram,Haryana + 15 more",8 years old,201-500 Employees (India)
5766,7.0,Befree Business ...,3.7,(94 Reviews),"Parramatta,New South Wales + 4 more",16 years old,201-500 Employees (India),
5767,8.0,Apps Associates,4.0,(94 Reviews),LLC,"Acton,Massachusetts + 2 more",20 years old,501-1k Employees (India)
5768,9.0,Informatica Busi...,4.3,(94 Reviews),Private,Redwood City + 2 more,29 years old,1k-5k Employees (India)
5769,10.0,EVIO,3.9,(94 Reviews),Private,"Mumbai,Maharashtra + 6 more",11 years old,51-200 Employees (India)
5770,11.0,Protiviti,3.8,(94 Reviews),Private,Menlo Park + 10 more,20 years old,5k-10k Employees (India)
5771,12.0,PerkinElmer,4.1,(94 Reviews),Private,"Waltham,Massachusetts + 11 more",18 years old,201-500 Employees (India)
5772,13.0,Shahnaz Husain G...,3.4,(94 Reviews),Proprietorship,New Delhi + 12 more,52 years old,501-1k Employees (India)
5773,14.0,Infineon Technol...,4.2,(94 Reviews),Private,"Neubiberg,Bavaria + 5 more",23 years old,501-1k Employees (India)
5774,15.0,Hegde & Hegde Ph...,4.2,(93 Reviews),Mumbai + 23 more,33 years old,11-50 Employees (India),
5775,16.0,Coastal Marine C...,4.2,(93 Reviews),Private,"Mira Bhayander,Maharashtra + 13 more",27 years old,501-1k Employees (India)
5776,17.0,EENADU,3.9,(93 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 17 more",8 years old,50k-1 Lakh Employees (India)
5777,18.0,Taal Tech India,4.0,(93 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",10 years old,201-500 Employees (India)
5778,19.0,Btl Epc,3.3,(93 Reviews),Public,Kolkata + 8 more,59 years old,501-1k Employees (India)
5779,20.0,Haldiram Manufac...,4.0,(93 Reviews),Manesar + 11 more,40 years old,1k-5k Employees (India),
5780,21.0,Wibmo,3.3,(93 Reviews),Private,"Bangalore,Karnataka + 2 more",23 years old,51-200 Employees (India)
5781,22.0,Preet Tractors,3.4,(93 Reviews),Private,Patiala + 20 more,20 years old,51-200 Employees (India)
5782,23.0,ECOS (I) MOBILIT...,3.8,(93 Reviews),Private,New Delhi + 6 more,26 years old,501-1k Employees (India)
5783,24.0,Tyco Fire & Secu...,4.3,(93 Reviews),Private,Abu Dhabi + 15 more,30 years old,501-1k Employees (India)
5784,25.0,Jehangir Hospita...,4.0,(93 Reviews),Private,"Pune,Maharashtra + 2 more",76 years old,1k-5k Employees (India)
5785,26.0,Syniverse Techno...,4.1,(93 Reviews),Private,"Tampa,Florida + 3 more",35 years old,201-500 Employees (India)
5786,27.0,INTERPLEX,4.2,(93 Reviews),Private,Singapore + 6 more,52 years old,501-1k Employees (India)
5787,28.0,Oman Shapoorji L...,4.4,(93 Reviews),Muscat + 3 more,47 years old,51-200 Employees (India),
5788,29.0,Abu Dhabi Commer...,3.9,(93 Reviews),Abu Dhabi + 4 more,37 years old,201-500 Employees (India),
5789,0.0,Maneesh Pharmace...,3.7,(93 Reviews),Private,"Mumbai,Maharashtra + 9 more",47 years old,201-500 Employees (India)
5790,1.0,Sai Service Stat...,3.8,(93 Reviews),Private,"Mumbai,Maharashtra + 10 more",37 years old,11-50 Employees (India)
5791,2.0,Hegde & Hegde Ph...,4.2,(93 Reviews),Mumbai + 23 more,33 years old,11-50 Employees (India),
5792,3.0,Manappuram Home ...,3.9,(93 Reviews),Private,Mumbai + 28 more,12 years old,201-500 Employees (India)
5793,4.0,Lyrus Life Scien...,3.6,(93 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",7 years old,51-200 Employees (India)
5794,5.0,Abu Dhabi Commer...,3.9,(93 Reviews),Abu Dhabi + 4 more,37 years old,201-500 Employees (India),
5795,6.0,Rolex Rings,4.1,(93 Reviews),Rajkot + 2 more,19 years old,1k-5k Employees (India),
5796,7.0,Amrita Vishwa Vi...,3.8,(93 Reviews),Private,"Coimbatore,Tamil Nadu + 5 more",28 years old,1k-5k Employees (India)
5797,8.0,ECOS (I) MOBILIT...,3.8,(93 Reviews),Private,New Delhi + 6 more,26 years old,501-1k Employees (India)
5798,9.0,CPM,4.5,(93 Reviews),Private,London + 17 more,20 years old,501-1k Employees (India)
5799,10.0,ABSAS Solutions,2.9,(93 Reviews),Private,Noida + 2 more,13 years old,51-200 Employees (India)
5800,11.0,Tyco Fire & Secu...,4.3,(93 Reviews),Private,Abu Dhabi + 15 more,30 years old,501-1k Employees (India)
5801,12.0,Coastal Marine C...,4.2,(93 Reviews),Private,"Mira Bhayander,Maharashtra + 13 more",27 years old,501-1k Employees (India)
5802,13.0,EENADU,3.9,(93 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 17 more",8 years old,50k-1 Lakh Employees (India)
5803,14.0,INTERPLEX,4.2,(93 Reviews),Private,Singapore + 6 more,52 years old,501-1k Employees (India)
5804,15.0,Oman Shapoorji L...,4.4,(93 Reviews),Muscat + 3 more,47 years old,51-200 Employees (India),
5805,16.0,Syniverse Techno...,4.1,(93 Reviews),Private,"Tampa,Florida + 3 more",35 years old,201-500 Employees (India)
5806,17.0,Jehangir Hospita...,4.0,(93 Reviews),Private,"Pune,Maharashtra + 2 more",76 years old,1k-5k Employees (India)
5807,18.0,AXIS Solutions,3.7,(93 Reviews),Private,"Ahmedabad,Gujarat + 11 more",23 years old,51-200 Employees (India)
5808,19.0,Searce Cosourcin...,3.8,(93 Reviews),Private,"Cupertino,California + 4 more",18 years old,1k-5k Employees (India)
5809,20.0,Fawaz Alhokair G...,4.2,(93 Reviews),Private,Riyadh + 4 more,32 years old,11-50 Employees (India)
5810,21.0,Jms Mining Servi...,4.0,(93 Reviews),Private,Kolkata + 11 more,20 years old,201-500 Employees (India)
5811,22.0,Enrich Hair And ...,4.3,(93 Reviews),Private,"Mumbai,Maharashtra + 8 more",18 years old,501-1k Employees (India)
5812,23.0,Coronis It Syste...,4.1,(93 Reviews),Mohali + 3 more,201-500 Employees (India),,
5813,24.0,Orange Retail Fi...,4.0,(93 Reviews),Private,Chennai + 33 more,22 years old,1k-5k Employees (India)
5814,25.0,Shaw Toyota,4.7,(93 Reviews),"Pune,Maharashtra",5 years old,11-50 Employees (India),
5815,26.0,Club Oxygen,4.6,(93 Reviews),Public,"Mumbai,Maharashtra + 20 more",4 years old,1-10 Employees (India)
5816,27.0,Quantzig,4.8,(93 Reviews),51-200 Employees (India),,,
5817,28.0,Tecnotree Conver...,3.6,(93 Reviews),Private,"Espoo,Uusimaa",44 years old,201-500 Employees (India)
5818,29.0,T.R. Sawhney Mot...,3.7,(93 Reviews),Private,New Delhi + 6 more,35 years old,201-500 Employees (Global)
5819,0.0,Pathcare Labs,3.9,(93 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 25 more",15 years old,201-500 Employees (India)
5820,1.0,Tecnotree Conver...,3.6,(93 Reviews),Private,"Espoo,Uusimaa",44 years old,201-500 Employees (India)
5821,2.0,Paramatrix Techn...,4.4,(93 Reviews),Private,"Mumbai,Maharashtra + 2 more",18 years old,51-200 Employees (India)
5822,3.0,FunnL,3.7,(93 Reviews),,,,
5823,4.0,Board Infinity,3.7,(93 Reviews),Private,"Mumbai,Maharashtra + 5 more",5 years old,201-500 Employees (India)
5824,5.0,Quantzig,4.8,(93 Reviews),51-200 Employees (India),,,
5825,6.0,Kinetic Taigene ...,3.4,(93 Reviews),Private,Pune + 1 more,21 years old,51-200 Employees (India)
5826,7.0,Orange Retail Fi...,4.0,(93 Reviews),Private,Chennai + 33 more,22 years old,1k-5k Employees (India)
5827,8.0,Searce Cosourcin...,3.8,(93 Reviews),Private,"Cupertino,California + 4 more",18 years old,1k-5k Employees (India)
5828,9.0,Club Oxygen,4.6,(93 Reviews),Public,"Mumbai,Maharashtra + 20 more",4 years old,1-10 Employees (India)
5829,10.0,ETV Bharat,4.0,(93 Reviews),Hyderabad/Secunderabad + 2 more,1k-5k Employees (India),,
5830,11.0,Shaw Toyota,4.7,(93 Reviews),"Pune,Maharashtra",5 years old,11-50 Employees (India),
5831,12.0,John Cockerill,3.5,(93 Reviews),Public,"Mumbai,Maharashtra + 2 more",36 years old,501-1k Employees (India)
5832,13.0,Jasmin Infotech,4.1,(93 Reviews),Private,"Chennai,Tamil Nadu",24 years old,501-1k Employees (India)
5833,14.0,Madura Fashion &...,4.2,(256 Reviews),Private,Mumbai + 26 more,34 years old,201-500 Employees (India)
5834,15.0,Reserve Bank of ...,3.9,(190 Reviews),Private,Mumbai + 20 more,87 years old,10k-50k Employees (India)
5835,16.0,DESIGNCO,4.0,(92 Reviews),Private,"Moradabad,Uttar Pradesh + 4 more",17 years old,51-200 Employees (India)
5836,17.0,VASANTHA TOOL CR...,4.3,(92 Reviews),Private,Hyderabad,33 years old,201-500 Employees (India)
5837,18.0,Hansa Research G...,3.7,(92 Reviews),Private,"Kolkata,West Bengal + 16 more",39 years old,201-500 Employees (India)
5838,19.0,Sushee Infra & M...,4.1,(92 Reviews),Private,Hyderabad + 12 more,36 years old,1k-5k Employees (India)
5839,20.0,S&IB Services,4.0,(92 Reviews),Private,Kolkata + 11 more,34 years old,201-500 Employees (India)
5840,21.0,Chetana Publicat...,3.2,(92 Reviews),Private,"Mumbai,Maharashtra + 14 more",47 years old,201-500 Employees (India)
5841,22.0,Plaza Premium Lo...,4.1,(92 Reviews),Public,Hong Kong + 6 more,24 years old,201-500 Employees (India)
5842,23.0,Aujas Networks,4.0,(92 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",14 years old,501-1k Employees (India)
5843,24.0,CTX Life Science,4.0,(92 Reviews),Surat + 3 more,18 years old,201-500 Employees (India),
5844,25.0,Steer Engineerin...,3.6,(92 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",29 years old,51-200 Employees (India),
5845,26.0,A.K.AUTOMATICS,3.7,(92 Reviews),Private,Hariyana + 5 more,53 years old,5k-10k Employees (India)
5846,27.0,Imerys,4.0,(92 Reviews),Private,Paris + 14 more,142 years old,51-200 Employees (India)
5847,28.0,Privat Hospital,4.3,(92 Reviews),Gurgaon + 37 more,27 years old,201-500 Employees (Global),
5848,29.0,Dar Group,3.5,(92 Reviews),Private,Beirut + 6 more,36 years old,501-1k Employees (India)
5849,0.0,Durian Industrie...,3.9,(92 Reviews),Private,"Mumbai,Maharashtra + 17 more",37 years old,501-1k Employees (India)
5850,1.0,IIT Delhi,3.9,(92 Reviews),New Delhi + 3 more,61 years old,1k-5k Employees (Global),
5851,2.0,Marsh,4.2,(92 Reviews),Private,New York + 3 more,53 years old,1k-5k Employees (India)
5852,3.0,Indian Institute...,4.3,(92 Reviews),Private,Pune + 12 more,16 years old,51-200 Employees (India)
5853,4.0,Shri Mahant Indi...,3.9,(92 Reviews),Private,Dehradun + 3 more,20 years old,501-1k Employees (India)
5854,5.0,Camp K-12,3.1,(92 Reviews),Private,"Gurgaon,Haryana + 4 more",12 years old,51-200 Employees (India)
5855,6.0,IndianOil Skytan...,3.3,(92 Reviews),Private,Mumbai + 8 more,16 years old,201-500 Employees (India)
5856,7.0,A.K.AUTOMATICS,3.7,(92 Reviews),Private,Hariyana + 5 more,53 years old,5k-10k Employees (India)
5857,8.0,Sushee Infra & M...,4.1,(92 Reviews),Private,Hyderabad + 12 more,36 years old,1k-5k Employees (India)
5858,9.0,Steer Engineerin...,3.6,(92 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",29 years old,51-200 Employees (India),
5859,10.0,Berar Finance,4.1,(92 Reviews),Public,Nagpur + 29 more,32 years old,51-200 Employees (India)
5860,11.0,Arwade Infrastru...,3.2,(92 Reviews),Private,Pune + 8 more,13 years old,51-200 Employees (India)
5861,12.0,DiTech Process S...,2.9,(92 Reviews),Private,"Mumbai,Maharashtra + 7 more",14 years old,51-200 Employees (India)
5862,13.0,Betsol,3.8,(92 Reviews),Private,"Broomfield,Colorado + 1 more",20 years old,501-1k Employees (India)
5863,14.0,Aujas Networks,4.0,(92 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",14 years old,501-1k Employees (India)
5864,15.0,India Transact S...,4.1,(92 Reviews),Mumbai + 25 more,15 years old,501-1k Employees (India),
5865,16.0,Alpha Corp,3.7,(92 Reviews),Gurgaon + 8 more,19 years old,51-200 Employees (India),
5866,17.0,CTX Life Science,4.0,(92 Reviews),Surat + 3 more,18 years old,201-500 Employees (India),
5867,18.0,VASANTHA TOOL CR...,4.3,(92 Reviews),Private,Hyderabad,33 years old,201-500 Employees (India)
5868,19.0,DESIGNCO,4.0,(92 Reviews),Private,"Moradabad,Uttar Pradesh + 4 more",17 years old,51-200 Employees (India)
5869,20.0,Imerys,4.0,(92 Reviews),Private,Paris + 14 more,142 years old,51-200 Employees (India)
5870,21.0,Privat Hospital,4.3,(92 Reviews),Gurgaon + 37 more,27 years old,201-500 Employees (Global),
5871,22.0,Plaza Premium Lo...,4.1,(92 Reviews),Public,Hong Kong + 6 more,24 years old,201-500 Employees (India)
5872,23.0,BG Distributors,3.7,(92 Reviews),Private,"Kolkata,West Bengal + 13 more",18 years old,201-500 Employees (India)
5873,24.0,Chetana Publicat...,3.2,(92 Reviews),Private,"Mumbai,Maharashtra + 14 more",47 years old,201-500 Employees (India)
5874,25.0,Acko General Ins...,3.8,(92 Reviews),Private,"Mumbai,Maharashtra + 3 more",6 years old,501-1k Employees (India)
5875,26.0,Dar Group,3.5,(92 Reviews),Private,Beirut + 6 more,36 years old,501-1k Employees (India)
5876,27.0,Lakmé Salon,4.2,(92 Reviews),Mumbai + 29 more,42 years old,1k-5k Employees (Global),
5877,28.0,RLabs Enterprise...,3.8,(92 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 9 more",9 years old,1k-5k Employees (India)
5878,29.0,S&IB Services,4.0,(92 Reviews),Private,Kolkata + 11 more,34 years old,201-500 Employees (India)
5879,0.0,ZF Group,3.7,(92 Reviews),Hyderabad/Secunderabad + 10 more,5k-10k Employees (India),,
5880,1.0,Prism Cement - P...,3.7,(92 Reviews),Satna + 30 more,1k-5k Employees (India),,
5881,2.0,Opgs Power Gujar...,4.1,(92 Reviews),Private,"Toronto,Ontario + 8 more",14 years old,201-500 Employees (India)
5882,3.0,MindSquare Techn...,4.3,(92 Reviews),Private,Mumbai + 15 more,10 years old,201-500 Employees (India)
5883,4.0,Gulf Petrochemic...,4.2,(92 Reviews),Muscat + 1 more,39 years old,5k-10k Employees (Global),
5884,5.0,Stemmons Busines...,3.6,(92 Reviews),Private,"Vadodara/Baroda,Gujarat",11 years old,201-500 Employees (India)
5885,6.0,Gujarat Sidhee C...,4.3,(92 Reviews),Public,Junagadh + 10 more,49 years old,501-1k Employees (India)
5886,7.0,Hansa Research G...,3.7,(92 Reviews),Private,"Kolkata,West Bengal + 16 more",39 years old,201-500 Employees (India)
5887,8.0,Ebixcash World M...,3.8,(92 Reviews),Private,"Mumbai,Maharashtra + 20 more",37 years old,201-500 Employees (India)
5888,9.0,Bikayi,3.3,(92 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 3 more",3 years old,201-500 Employees (India)
5889,10.0,Indifi Technolog...,4.0,(92 Reviews),Private,"Gurgaon,Haryana + 6 more",7 years old,201-500 Employees (India)
5890,11.0,Raheja Universal,4.0,(92 Reviews),Private,"Mumbai,Maharashtra + 5 more",42 years old,501-1k Employees (India)
5891,12.0,Colruyt Group,4.3,(92 Reviews),Hale,15 years old,201-500 Employees (India),
5892,13.0,Vamani Overseas,3.7,(92 Reviews),Private,"Faridabad,Haryana + 1 more",20 years old,5k-10k Employees (India)
5893,14.0,Ministry of Home...,4.7,(104 Reviews),Private,New Delhi + 11 more,75 years old,51-200 Employees (India)
5894,15.0,Brickwork Rating...,3.7,(95 Reviews),Private,Bengaluru + 14 more,15 years old,201-500 Employees (India)
5895,16.0,Sofcon,4.0,(91 Reviews),Private,Noida + 15 more,20 years old,201-500 Employees (Global)
5896,17.0,Avantha Technolo...,3.5,(91 Reviews),Public,Gurgaon + 6 more,18 years old,201-500 Employees (India)
5897,18.0,SmartSchool Educ...,3.9,(91 Reviews),Private,Noida + 3 more,11 years old,11-50 Employees (India)
5898,19.0,Hindustan Platin...,3.8,(91 Reviews),Private,Navi Mumbai + 1 more,61 years old,501-1k Employees (India)
5899,20.0,Viraj Projects,3.6,(91 Reviews),Private,Pune + 7 more,21 years old,51-200 Employees (India)
5900,21.0,Jamboree Educati...,3.6,(91 Reviews),Private,Delhi + 15 more,29 years old,201-500 Employees (India)
5901,22.0,PRERANA MOTORS,4.0,(91 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",31 years old,501-1k Employees (India)
5902,23.0,Prasol Chemicals,3.3,(91 Reviews),Private,"Mumbai,Maharashtra + 3 more",30 years old,51-200 Employees (India)
5903,24.0,Ludhiana Beverag...,4.0,(91 Reviews),Private,Ludhiana + 4 more,28 years old,51-200 Employees (India)
5904,25.0,Rushil Decor,4.0,(91 Reviews),Public,"Ahmedabad,Gujarat + 15 more",28 years old,501-1k Employees (India)
5905,26.0,Ibg Fincon Solut...,4.4,(91 Reviews),Private,Pune + 4 more,10 years old,51-200 Employees (India)
5906,27.0,Kusalava Interna...,4.2,(91 Reviews),Private,Vijayawada + 8 more,58 years old,1k-5k Employees (India)
